Index,FromX,FromY,Distance,Minimum
1, 35, 35
1, 40, 30
1, 20, 25
10, 3, 25
1, 5, 31
1, 8, 31
1, 12, 22
1, 13, 40
1, 18, 21
1, 18, 37
